name,state,region,lat,lon,campuses,id_long,id,locale,ug_enrollment,main_campus,hbcu,women_only,religious_affiliation,admission_rate,class,social_sciences,humanities,physical_sciences,ethnic_gender_studies,comp_sci,avg_faculty_salary,completion_rate,pell_grant,first_gen_completion_4
Concorde Career College-San Diego,CA,Far West,32.702814,-117.102845,1,793000,7930,Large City / Suburb,NULL,1,0,0,NA,0.9066,10,0,0,0,0,0,4851,NULL,0.5357,0.79505814
Southwestern Assemblies of God University,TX,Southwest,32.40443,-96.853492,1,361600,3616,Large City / Suburb,NULL,1,0,0,1,0.9069,20,0.0016,0.0528,0,0,0,5019,0.4428,0.5369,0.260638298
Nebraska Methodist College of Nursing & Allied Health,NE,Midwest,41.265973,-96.048511,1,640400,6404,Large City / Suburb,NULL,1,0,0,1,0.907,26,0,0,0,0,0,5756,0.6333,0.3507,0.722513089
University of Northern Colorado,CO,Rocky Mountains,40.410855,-104.692777,1,134900,1349,Midsize City / Suburb,NULL,1,0,0,NA,0.9075,17,0.0613,0,0.0337,0.0031,0,7785,0.473,0.3001,0.426666667
Bethany College,WV,Southeast,40.205819,-80.560056,1,380800,3808,Rural,NULL,1,0,0,1,0.9077,21,0.0976,0,0.0732,0,0.0244,5983,0.3396,0.4227,0.294372294
Whitworth University,WA,Far West,47.753358,-117.416714,1,380400,3804,Large City / Suburb,NULL,1,0,0,1,0.9078,19,0.0897,0.0448,0.0552,0,0.05,7267,0.7854,0.2791,0.632075472
Maranatha Baptist University,WI,Midwest,43.195013,-88.737016,1,2317200,23172,Town,NULL,1,0,0,1,0.908,22,0,0.0833,0,0,0,4542,0.5323,0.351,0.303921569
Pennsylvania State University-Penn State Altoona,PA,New England,40.54092,-78.408247,23,332903,3329,Small City / Suburb,NULL,0,0,0,NA,0.9088,22,0.0174,0.0232,0,0,0.0522,8012,0.6409,0.2964,0.524297189
Corban University,OR,Far West,44.882399,-122.961129,1,133900,1339,Midsize City / Suburb,NULL,1,0,0,1,0.9091,22,0.0426,0.016,0,0,0,6520,0.6651,0.3614,0.555555556
Yeshivath Beth Moshe,PA,New England,41.394852,-75.656191,1,1313400,13134,Small City / Suburb,NULL,1,0,0,1,0.9091,24,0,0,0,0,0,5048,0.2143,0.4412,NA
Marymount University,VA,Southeast,38.905562,-77.128785,1,372400,3724,Midsize City / Suburb,NULL,1,0,0,1,0.9091,18,0.0753,0.0287,0,0,0.0932,8573,0.5737,0.2664,0.54
Bet Medrash Gadol Ateret Torah,NY,New England,40.607809,-73.969945,1,4227200,42272,Large City / Suburb,NULL,1,0,0,NA,0.9091,24,0,0,0,0,0,3955,0.5588,0.6022,NA
Fort Lewis College,CO,Rocky Mountains,37.275939,-107.867422,1,135300,1353,Town,NULL,1,0,0,NA,0.9092,21,0.0984,0.0029,0.0543,0.0059,0,7291,0.4373,0.3339,0.399696049
Johnson & Wales University-Providence,RI,New England,41.819956,-71.41277,4,340400,3404,Midsize City / Suburb,NULL,1,0,0,NA,0.91,18,0,0.0017,0,0,0.0362,9544,0.6684,0.3885,0.555238095
Virginia State University,VA,Southeast,37.234692,-77.419026,1,376400,3764,Large City / Suburb,NULL,1,1,0,NA,0.9109,19,0.0561,0.0479,0.0096,0,0.0164,7349,0.3916,0.7115,0.349546044
University of Central Arkansas,AR,Southeast,35.077945,-92.457672,1,109200,1092,Small City / Suburb,NULL,1,0,0,NA,0.911,17,0.0558,0.0304,0.0203,0,0.0439,7040,0.4113,0.4298,0.309333333
University of Colorado Colorado Springs,CO,Rocky Mountains,38.892735,-104.800296,1,450900,4509,Large City / Suburb,NULL,1,0,0,NA,0.9118,16,0.0994,0,0.0112,0.0028,0.0343,8322,0.4459,0.3221,0.398578811
Schreiner University,TX,Southwest,30.031458,-99.130586,1,361000,3610,Town,NULL,1,0,0,1,0.9122,22,0.0075,0.0113,0.015,0,0.0226,6318,0.4522,0.4043,0.456273764
Barry University,FL,Southeast,25.878908,-80.198925,2,146600,1466,Large City / Suburb,NULL,1,0,0,1,0.9125,17,0.037,0.0512,0.0128,0,0.0526,8151,0.3633,0.482,0.362647325
University of Sioux Falls,SD,Midwest,43.531574,-96.738229,1,346900,3469,Midsize City / Suburb,NULL,1,0,0,1,0.9125,19,0.0214,0.0036,0.0036,0,0.0036,6305,0.4624,0.3169,0.51171875
Casa Loma College-Van Nuys,CA,Far West,34.192829,-118.457781,1,673100,6731,Large City / Suburb,NULL,1,0,0,NA,0.913,10,0,0,0,0,0,6361,NULL,0.5385,NA
Saint Charles Borromeo Seminary-Overbrook,PA,New England,39.99133,-75.255675,1,336400,3364,Large City / Suburb,NULL,1,0,0,1,0.913,24,0,0,0,0,0,3569,0.7143,0.1579,NA
Southern Vermont College,VT,New England,42.867713,-73.218518,1,369300,3693,Rural,NULL,1,0,0,NA,0.9132,22,0,0.0256,0,0,0,5522,0.4506,0.4211,0.453551913
The Modern College of Design,OH,Midwest,39.681305,-84.134269,1,2553000,25530,Large City / Suburb,NULL,1,0,0,NA,0.9139,12,0,0,0,0,0,5633,NULL,0.4455,NA
Waynesburg University,PA,New England,39.899871,-80.186205,1,339100,3391,Town,NULL,1,0,0,1,0.9145,19,0.0185,0,0.0222,0,0.0333,6976,0.6629,0.3539,0.590361446
Concorde Career Institute-Tampa,FL,Southeast,27.959148,-82.514341,1,2172700,21727,Large City / Suburb,NULL,1,0,0,NA,0.9146,10,0,0,0,0,0,3345,NULL,0.6782,0.694915254
Veritas Baptist College,IN,Midwest,39.145234,-84.82617,1,3862600,38626,Rural,NULL,1,0,0,1,0.9146,24,0,0,0,0,0,2281,0.6667,0.4337,NA
Saint Mary's University of Minnesota,MN,Midwest,44.044736,-91.695449,1,238000,2380,Town,NULL,1,0,0,1,0.9147,18,0.0064,0,0.0064,0,0.0426,6899,0.6128,0.2981,0.571428571
Tougaloo College,MS,Southeast,32.403014,-90.16076,1,243900,2439,Midsize City / Suburb,NULL,1,1,0,1,0.9147,21,0.3,0,0.0385,0,0.0538,4755,0.3539,0.8651,0.265060241
DeVry College of New York,NY,New England,40.747747,-73.983492,17,1072795,10727,Large City / Suburb,NULL,0,0,0,NA,0.9157,29,0,0,0,0,0.2723,8696,0.3571,0.5614,0.158619013
Mount Aloysius College,PA,New England,40.459679,-78.600898,1,330200,3302,Town,NULL,1,0,0,1,0.9163,22,0.0058,0.0462,0,0,0.0376,6787,0.4489,0.2713,0.468253968
University of Maine at Presque Isle,ME,New England,46.672285,-68.016343,1,203300,2033,Rural,NULL,1,0,0,NA,0.9164,22,0.02,0.16,0,0,0,6717,0.3488,0.2977,0.25
Colorado Academy of Veterinary Technology,CO,Rocky Mountains,38.794277,-104.790429,1,4185000,41850,Large City / Suburb,NULL,1,0,0,NA,0.9167,10,0,0,0,0,0,4166,NULL,0.6147,NA
Bethany Global University,MN,Midwest,44.795501,-93.371754,1,4227800,42278,Small City / Suburb,NULL,1,0,0,1,0.9167,24,0,0,0,0,0,4421,0.619,0.4097,NA
University of Kansas,KS,Midwest,38.958549,-95.247567,1,194800,1948,Small City / Suburb,NULL,1,0,0,NA,0.9171,15,0.0558,0.033,0.0152,0.0103,0.022,10156,0.6478,0.2182,0.487804878
Pontifical Catholic University of Puerto Rico-Ponce,PR,US Outlying Areas,18.00165,-66.617138,3,393600,3936,Midsize City / Suburb,NULL,1,0,0,1,0.9171,17,0.0594,0.0936,0.0114,0,0,4165,0.4034,0.8063,0.230379747
Montana Technological University,MT,Rocky Mountains,46.012868,-112.559511,2,253100,2531,Town,NULL,1,0,0,NA,0.9175,20,0,0.0045,0.0113,0,0.0271,7534,0.5233,0.2996,0.270022883
Southwestern Oklahoma State University,OK,Southwest,35.535281,-98.707768,1,318100,3181,Town,NULL,1,0,0,NA,0.9186,18,0.0053,0.053,0.0117,0,0.0201,6972,0.3638,0.3448,0.326412918
Wilson College,PA,New England,39.949659,-77.650712,1,339600,3396,Small City / Suburb,NULL,1,0,0,1,0.9187,20,0.0286,0.0095,0,0,0,6863,0.4,0.3511,0.305785124
Carrington College-San Leandro,CA,Far West,37.699627,-122.12567,7,974801,9748,Small City / Suburb,NULL,0,0,0,NA,0.9189,10,0,0,0,0,0,5426,NULL,0.224,0.670462388
Principia College,IL,Midwest,38.948835,-90.350285,1,174400,1744,Rural,NULL,1,0,0,NA,0.9195,21,0.0783,0,0.0261,0,0.087,7686,0.75,0,NA
Middle Georgia State University,GA,Southeast,32.808092,-83.732058,1,158100,1581,Midsize City / Suburb,NULL,1,0,0,NA,0.9196,22,0,0.3018,0,0,0.0752,5937,0.1837,0.4576,0.191127891
Grand View University,IA,Midwest,41.620813,-93.604352,1,186700,1867,Midsize City / Suburb,NULL,1,0,0,1,0.9198,22,0.0115,0.0393,0,0,0.0462,6442,0.5034,0.3926,0.554393305
Gwynedd Mercy University,PA,New England,40.202804,-75.236601,1,327000,3270,Large City / Suburb,NULL,1,0,0,1,0.92,19,0,0.0017,0,0,0.0138,6791,0.536,0.3441,0.458049887
University of Connecticut-Avery Point,CT,New England,41.316419,-72.065336,5,141705,1417,Midsize City / Suburb,NULL,0,0,0,NA,0.9208,-2,0.1181,0.0236,0.0142,0.0059,0.0186,14291,0.5754,0.3272,0.696341463
University of Alabama at Birmingham,AL,Southeast,33.505697,-86.799345,1,105200,1052,Midsize City / Suburb,NULL,1,0,0,NA,0.9211,15,0.0315,0.0351,0.0235,0.0016,0.0139,10717,0.5829,0.3632,0.423658155
Concorde Career College-San Antonio,TX,Southwest,29.49003,-98.582351,2,2361602,23616,Large City / Suburb,NULL,0,0,0,NA,0.9228,10,0,0,0,0,0,5027,NULL,0.6257,0.699608611
Fort Hays State University,KS,Midwest,38.872156,-99.342503,1,191500,1915,Town,NULL,1,0,0,NA,0.9229,18,0.0874,0.1124,0.0043,0,0.033,6986,0.4355,0.2841,0.338782413
Boise Bible College,ID,Rocky Mountains,43.658651,-116.291321,1,2234500,22345,Large City / Suburb,NULL,1,0,0,1,0.9231,24,0,0,0,0,0,4794,0.48,0.5692,NA
Trinity Bible College and Graduate School,ND,Midwest,46.001037,-98.517906,1,1205900,12059,Rural,NULL,1,0,0,1,0.9231,24,0,0.1111,0,0,0,3959,0.3934,0.5864,NA
West Coast University-Los Angeles,CA,Far West,34.187134,-118.39941,6,3698300,36983,Large City / Suburb,NULL,1,0,0,NA,0.9231,26,0,0,0,0,0,8461,0.1667,0.4828,0.650362319
Grace College of Divinity,NC,Southeast,35.058616,-78.961305,1,4173700,41737,Midsize City / Suburb,NULL,1,0,0,1,0.9231,24,0,0,0,0,0,2194,0.6154,0.2835,NA
Bethel University,IN,Midwest,41.678399,-86.194686,1,178700,1787,Small City / Suburb,NULL,1,0,0,1,0.9233,20,0.0089,0.0357,0.003,0,0,5711,0.708,0.4621,0.33968254
University of Maine,ME,New England,44.899257,-68.669332,1,205300,2053,Small City / Suburb,NULL,1,0,0,NA,0.9234,16,0.0545,0.0136,0.0114,0.0034,0.017,9486,0.6027,0.3104,0.46953405
Mansfield University of Pennsylvania,PA,New England,41.807467,-77.073901,1,332400,3324,Town,NULL,1,0,0,NA,0.9235,21,0.0203,0.069,0.0264,0,0.0527,9904,0.464,0.4371,0.456681351
South Dakota State University,SD,Midwest,44.317485,-96.782139,1,347100,3471,Town,NULL,1,0,0,NA,0.9243,16,0.0602,0.0365,0.0028,0,0.0142,8255,0.5634,0.2178,0.41529052
North Dakota State University-Main Campus,ND,Midwest,46.893127,-96.800838,1,299700,2997,Midsize City / Suburb,NULL,1,0,0,NA,0.9253,16,0.02,0,0.0073,0.0029,0.0298,9107,0.5759,0.2126,0.425017277
The Restaurant School at Walnut Hill College,PA,New England,39.955098,-75.20749,1,2192800,21928,Large City / Suburb,NULL,1,0,0,NA,0.9256,32,0,0,0,0,0,6550,0.8229,0.3743,0.474683544
University of Northwestern-St Paul,MN,Midwest,45.033703,-93.167822,1,237100,2371,Large City / Suburb,NULL,1,0,0,1,0.9262,19,0,0.0605,0,0,0.0101,6455,0.6305,0.2019,0.493288591
Concorde Career College-Memphis,TN,Southeast,35.112892,-89.891723,2,2157100,21571,Large City / Suburb,NULL,1,0,0,NA,0.9266,10,0,0,0,0,0,4371,NULL,0.6396,0.714975845
Fosbre Academy of Hair Design,WA,Far West,47.045259,-122.902077,1,4250400,42504,Small City / Suburb,NULL,1,0,0,NA,0.9267,-2,0,0,0,0,0,NA,NULL,0.5583,NA
Loras College,IA,Midwest,42.503908,-90.679023,1,187300,1873,Small City / Suburb,NULL,1,0,0,1,0.9268,22,0.0506,0,0.0095,0,0.0063,6453,0.6756,0.2427,0.561643836
Curry College,MA,New England,42.238061,-71.116539,1,214300,2143,Large City / Suburb,NULL,1,0,0,NA,0.9271,19,0.015,0.0123,0,0,0.0219,10005,0.5308,0.2737,0.508704062
Our Lady of the Lake University,TX,Southwest,29.426194,-98.54365,1,359800,3598,Large City / Suburb,NULL,1,0,0,1,0.9273,17,0.045,0.0035,0.0035,0,0.0623,7204,0.3694,0.6148,0.407744875
Autry Technology Center,OK,Southwest,36.419122,-97.89719,1,834300,8343,Town,NULL,1,0,0,NA,0.9273,-2,0,0,0,0,0.0077,NA,NULL,0.1555,NA
College of Coastal Georgia,GA,Southeast,31.182745,-81.485973,1,155800,1558,Small City / Suburb,NULL,1,0,0,NA,0.9274,23,0,0.4136,0,0.0237,0,6015,0.2072,0.4079,0.219409283
Auburn University at Montgomery,AL,Southeast,32.36736,-86.177544,1,831000,8310,Midsize City / Suburb,NULL,1,0,0,NA,0.9281,18,0.0407,0.0027,0.0176,0,0.1179,7678,0.338,0.4584,0.252314815
Benedictine College,KS,Midwest,39.572646,-95.111473,1,1025600,10256,Town,NULL,1,0,0,1,0.9284,22,0.1026,0.0047,0.0303,0,0.014,7009,0.5975,0.1981,0.448979592
Le Moyne-Owen College,TN,Southeast,35.118641,-90.034101,1,350100,3501,Large City / Suburb,NULL,1,1,0,1,0.9284,22,0.0566,0.0189,0.0189,0,0.0189,4739,0.12,0.7683,NA
Hebrew Theological College,IL,Midwest,42.010103,-87.760874,1,168500,1685,Small City / Suburb,NULL,1,0,0,1,0.9286,24,0,0,0,0,0,3307,0.0479,0.1837,NA
DeVry University-Ohio,OH,Midwest,39.940586,-82.940506,17,1072720,10727,Large City / Suburb,NULL,0,0,0,NA,0.9286,19,0,0,0,0,0.4239,7948,0.3176,0.5273,0.158619013
Union Bible College,IN,Midwest,40.038757,-86.126025,1,4250000,42500,Large City / Suburb,NULL,1,0,0,1,0.9286,-2,0,0,0,0,0,453,0.25,0,NA
Westminster College,UT,Rocky Mountains,40.730779,-111.855757,1,368100,3681,Midsize City / Suburb,NULL,1,0,0,NA,0.9292,18,0.0411,0,0.0215,0.0036,0.0358,8486,0.6055,0.2734,0.546075085
Blue Mountain College,MS,Southeast,34.67209,-89.02924,1,239800,2398,Rural,NULL,1,0,0,1,0.9293,22,0,0.0155,0,0,0,5236,0.4857,0.5238,0.196078431
Indiana University of Pennsylvania-Main Campus,PA,New England,40.617531,-79.159332,1,327700,3277,Town,NULL,1,0,0,NA,0.93,17,0.1329,0.0131,0.0173,0.0063,0.0186,9883,0.5644,0.373,0.451421801
Truett McConnell University,GA,Southeast,34.596306,-83.748911,1,159700,1597,Town,NULL,1,0,0,1,0.9306,22,0,0.009,0,0,0,4120,0.4332,0.1236,0.369047619
Pacific Northwest College of Art,OR,Far West,45.526766,-122.678182,1,320700,3207,Large City / Suburb,NULL,1,0,0,NA,0.9309,30,0,0,0,0,0,5867,0.4286,0.4223,0.296296296
VanderCook College of Music,IL,Midwest,41.836833,-87.629138,1,177800,1778,Large City / Suburb,NULL,1,0,0,NA,0.931,32,0,0,0,0,0,4660,0.4348,0.3091,NA
Freed-Hardeman University,TN,Southeast,35.440611,-88.637964,1,349200,3492,Town,NULL,1,0,0,1,0.9316,20,0.0066,0,0.0132,0,0.0197,6760,0.5981,0.2923,0.516304348
The Sage Colleges,NY,New England,42.72822,-73.693711,1,281000,2810,Small City / Suburb,NULL,1,0,0,NA,0.933,17,0.1051,0.0282,0.0103,0.0026,0.0154,6340,0.6241,0.4805,0.594470046
William Paterson University of New Jersey,NJ,New England,40.945255,-74.200248,1,262500,2625,Large City / Suburb,NULL,1,0,0,NA,0.9333,18,0.0655,0.0379,0.0123,0.0069,0.0226,11200,0.5236,0.5083,0.5125
Sterling College,VT,New England,44.65225,-72.382372,1,2143500,21435,Rural,NULL,1,0,0,NA,0.9333,21,0,0.1538,0,0,0,4120,0.4375,0.4416,NA
Orange Ulster BOCES-Practical Nursing Program,NY,New England,41.38922,-74.322049,1,2124000,21240,Small City / Suburb,NULL,1,0,0,NA,0.9333,-2,0,0,0,0,0,NA,NULL,0.5909,NA
Yeshiva Yesodei Hatorah,NJ,New England,40.065908,-74.202016,1,4216100,42161,Large City / Suburb,NULL,1,0,0,NA,0.9333,24,0,0,0,0,0,3154,0.7857,0.3333,NA
Central Methodist University-College of Liberal Arts and Sciences,MO,Midwest,39.150497,-92.685253,1,245300,2453,Town,NULL,1,0,0,1,0.9336,22,0.0086,0,0,0,0.0431,6323,0.3974,0.4156,0.466748768
Kansas State University,KS,Midwest,39.188648,-96.581077,1,192800,1928,Small City / Suburb,NULL,1,0,0,NA,0.934,15,0.073,0.0029,0.0087,0.0017,0.0229,9106,0.6397,0.2337,0.458653026
Laurel Technical Institute,PA,New England,41.229017,-80.511433,2,2092500,20925,Large City / Suburb,NULL,1,0,0,NA,0.9341,8,0,0,0,0,0.0442,3110,NULL,0.7062,NA
Carrington College-San Jose,CA,Far West,37.248411,-121.777062,7,974807,9748,Large City / Suburb,NULL,0,0,0,NA,0.9341,10,0,0,0,0,0,6565,NULL,0.243,0.670462388
University of Saint Francis-Fort Wayne,IN,Midwest,41.087205,-85.177246,1,183200,1832,Large City / Suburb,NULL,1,0,0,1,0.9342,18,0.0039,0.0295,0.0157,0,0,6630,0.5495,0.4061,0.50678733
MCPHS University,MA,New England,42.336825,-71.101244,1,216500,2165,Large City / Suburb,NULL,1,0,0,NA,0.9348,26,0,0,0,0,0,9843,0.6905,0.2846,0.692653673
Middle Tennessee State University,TN,Southeast,35.848005,-86.360618,1,351000,3510,Midsize City / Suburb,NULL,1,0,0,NA,0.9353,17,0.0317,0.1153,0.0134,0.0077,0.0161,8410,0.4422,0.4026,0.388960205
Colegio Universitario de San Juan,PR,US Outlying Areas,18.428528,-66.066529,1,1056700,10567,Large City / Suburb,NULL,1,0,0,NA,0.9362,22,0,0,0,0,0.034,3205,0.1297,0.8966,0.316397229
Life University,GA,Southeast,33.932781,-84.514729,1,2074800,20748,Small City / Suburb,NULL,1,0,0,NA,0.9363,26,0,0.0758,0,0,0.0303,6860,0.3333,0.4503,0.396551724
University of Nebraska at Kearney,NE,Midwest,40.701452,-99.098699,1,255100,2551,Town,NULL,1,0,0,NA,0.9363,18,0.0352,0.0227,0.0125,0,0.0216,7561,0.5841,0.3463,0.415642458
University of North Carolina at Asheville,NC,Southeast,35.617068,-82.565392,1,290700,2907,Small City / Suburb,NULL,1,0,0,NA,0.9363,21,0.0953,0.0285,0.0569,0.0037,0.0297,8362,0.6341,0.3424,0.538288288
University of Toledo,OH,Midwest,41.660572,-83.614714,1,313100,3131,Large City / Suburb,NULL,1,0,0,NA,0.9365,16,0.0197,0.0156,0.0076,0.0028,0.0215,8943,0.468,0.3097,0.333874108
Nicholls State University,LA,Southeast,29.794486,-90.801571,1,200500,2005,Small City / Suburb,NULL,1,0,0,NA,0.937,18,0.0191,0.0673,0.01,0,0,6139,0.4502,0.3805,0.334158416
Montessori Education Center of the Rockies,CO,Rocky Mountains,40.019673,-105.241331,1,3306300,33063,Midsize City / Suburb,NULL,1,0,0,NA,0.9375,-2,0,0,0,0,0,NA,1,0.5294,NA
Adult and Community Education-Hudson,OH,Midwest,40.012851,-82.980603,1,812900,8129,Large City / Suburb,NULL,1,0,0,NA,0.9375,-2,0,0,0,0,0,NA,NULL,0.7381,NA
Yeshiva Gedolah of Greater Detroit,MI,Midwest,42.471924,-83.200754,1,2363800,23638,Large City / Suburb,NULL,1,0,0,NA,0.9375,24,0,0,0,0,0,3919,0.1579,0.4833,NA
Warrensburg Area Career Center,MO,Midwest,38.761649,-93.70714,1,1102600,11026,Town,NULL,1,0,0,NA,0.9375,-2,0,0,0,0,0,NA,NULL,0.64,NA
DeVry University-Texas,TX,Southwest,32.934524,-97.012494,17,1072724,10727,Midsize City / Suburb,NULL,0,0,0,NA,0.9375,29,0,0,0,0,0.3184,7592,0.1839,0.5319,0.158619013
Mount Saint Mary College,NY,New England,41.513872,-74.012655,1,277800,2778,Large City / Suburb,NULL,1,0,0,1,0.9378,19,0.0591,0,0.0021,0,0.0422,8752,0.5659,0.3482,0.544247788
Austin Peay State University,TN,Southeast,36.533319,-87.354081,1,347800,3478,Midsize City / Suburb,NULL,1,0,0,NA,0.9378,18,0.0266,0.2122,0.0251,0,0.0442,8009,0.4061,0.5149,0.306844281
Manor College,PA,New England,40.08714,-75.104786,1,329400,3294,Large City / Suburb,NULL,1,0,0,1,0.9382,4,0,0.1825,0,0,0.0146,4331,0.2723,0.648,0.347826087
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,US Outlying Areas,18.46778,-66.121348,1,2569400,25694,Large City / Suburb,NULL,1,0,0,NA,0.939,30,0,0,0,0,0,2864,0.3824,0.7404,NA
Herzing University-Minneapolis,MN,Midwest,44.975225,-93.404863,10,962108,9621,Large City / Suburb,NULL,0,0,0,NA,0.94,26,0,0,0,0,0.0238,6116,0.6,0.622,0.309487724
Clarion University of Pennsylvania,PA,New England,41.207805,-79.377501,1,331800,3318,Town,NULL,1,0,0,NA,0.941,18,0.0328,0.0899,0.0206,0,0.03,9627,0.5307,0.3932,0.480147738
Herzing University-Winter Park,FL,Southeast,28.615784,-81.312669,10,962111,9621,Large City / Suburb,NULL,0,0,0,NA,0.9412,26,0,0,0,0,0.0113,6003,0.2,0.6146,0.309487724
Unity College,ME,New England,44.603165,-69.332276,1,685800,6858,Rural,NULL,1,0,0,NA,0.9426,22,0,0,0,0,0,6046,0.6555,0.3954,0.697916667
Talmudical Seminary Oholei Torah,NY,New England,40.670089,-73.945759,1,1201100,12011,Large City / Suburb,NULL,1,0,0,NA,0.9429,24,0,0,0,0,0,4850,0.2687,0.58,NA
Loyola University New Orleans,LA,Southeast,29.936141,-90.120417,1,201600,2016,Large City / Suburb,NULL,1,0,0,1,0.9431,17,0.0987,0.0107,0.0172,0.0021,0.0021,8583,0.6104,0.3211,0.517084282
Lock Haven University,PA,New England,41.141517,-77.460108,1,332300,3323,Town,NULL,1,0,0,NA,0.9434,19,0.0246,0.0418,0.0394,0,0.0234,10227,0.5412,0.3992,0.479824561
West Virginia State University,WV,Southeast,38.380541,-81.765034,1,382600,3826,Midsize City / Suburb,NULL,1,1,0,NA,0.9439,22,0.043,0.1183,0.0108,0,0.0188,5892,0.2923,0.2815,0.334004024
Otis College of Art and Design,CA,Far West,33.956607,-118.416615,1,125100,1251,Large City / Suburb,NULL,1,0,0,NA,0.9441,30,0,0,0,0,0,7871,0.5738,0.3776,0.672131148
Westminster College,MO,Midwest,38.849354,-91.955273,1,252300,2523,Town,NULL,1,0,0,1,0.9446,21,0.1034,0,0.0345,0,0.0402,6533,0.5753,0.3168,0.438848921
University of Kentucky,KY,Southeast,38.038911,-84.504747,1,198900,1989,Large City / Suburb,NULL,1,0,0,NA,0.9448,15,0.0434,0.0027,0.0155,0.0008,0.0261,10688,0.6616,0.2381,0.494828958
Maryville University of Saint Louis,MO,Midwest,38.644774,-90.505998,1,248200,2482,Large City / Suburb,NULL,1,0,0,NA,0.945,17,0.0154,0.0031,0.0031,0,0,8278,0.7213,0.2626,0.466386555
DeVry University-Illinois,IL,Midwest,41.94219,-87.69146,17,1072700,10727,Large City / Suburb,NULL,1,0,0,NA,0.945,18,0,0,0,0,0.1632,8076,0.2572,0.6028,0.158619013
Bluefield State College,WV,Southeast,37.265732,-81.239037,1,380900,3809,Town,NULL,1,1,0,NA,0.9454,22,0.0619,0.1504,0,0,0.0059,6444,0.26,0.5729,0.204007286
University of Southern Indiana,IN,Midwest,37.962374,-87.677214,1,180800,1808,Midsize City / Suburb,NULL,1,0,0,NA,0.9458,18,0.0297,0.0243,0.0065,0,0.0374,7303,0.4665,0.2645,0.361538462
DeVry University-Georgia,GA,Southeast,33.775112,-84.297316,17,1072714,10727,Large City / Suburb,NULL,0,0,0,NA,0.9459,18,0,0,0,0,0.3561,8246,0.2027,0.5843,0.158619013
Grambling State University,LA,Southeast,32.523797,-92.713245,1,200600,2006,Town,NULL,1,1,0,NA,0.9475,18,0.0272,0,0.0109,0,0.0471,5906,0.3298,0.7858,0.263429752
Fairmont State University,WV,Southeast,39.483079,-80.162433,1,381200,3812,Town,NULL,1,0,0,NA,0.9477,20,0.0535,0.0691,0.0052,0,0.0417,6430,0.3625,0.4075,0.333333333
New York Conservatory for Dramatic Arts,NY,New England,40.740148,-73.993388,1,3120700,31207,Large City / Suburb,NULL,1,0,0,NA,0.9479,12,0,0,0,0,0,3975,NULL,0.4304,0.626506024
University of Connecticut-Hartford Campus,CT,New England,41.762673,-72.672175,5,141701,1417,Midsize City / Suburb,NULL,0,0,0,NA,0.9486,-2,0.1181,0.0236,0.0142,0.0059,0.0186,13022,0.652,0.4683,NA
San Francisco Art Institute,CA,Far West,37.803575,-122.417,1,394800,3948,Large City / Suburb,NULL,1,0,0,NA,0.9487,30,0,0,0,0,0,6928,0.4321,0.3077,0.5
DeVry University-California,CA,Far West,34.062904,-117.803784,17,1072706,10727,Large City / Suburb,NULL,0,0,0,NA,0.9487,18,0,0,0,0,0.2377,7936,0.3158,0.5465,0.158619013
Wright State University-Main Campus,OH,Midwest,39.780634,-84.064881,2,307800,3078,Large City / Suburb,NULL,1,0,0,NA,0.949,16,0.0586,0,0.0226,0,0.0502,9531,0.3933,0.3333,0.308562806
Emmaus Bible College,IA,Midwest,42.508307,-90.706011,1,2328900,23289,Small City / Suburb,NULL,1,0,0,1,0.9492,24,0,0.0294,0,0,0.0784,4078,0.7561,0.3933,NA
Herzing University-Birmingham,AL,Southeast,33.468466,-86.832465,10,962107,9621,Large City / Suburb,NULL,0,0,0,NA,0.95,23,0,0,0,0,0.0081,5988,0.5,0.637,0.309487724
Morris County Vocational School District,NJ,New England,40.877531,-74.479263,1,1152300,11523,Large City / Suburb,NULL,1,0,0,NA,0.95,-2,0,0,0,0,0,NA,NULL,0.4918,NA
University of Maine at Fort Kent,ME,New England,47.250389,-68.589319,1,204100,2041,Rural,NULL,1,0,0,NA,0.9502,22,0.0507,0.0415,0,0,0.0323,6700,0.4571,0.2273,0.340611354
Mercy College of Health Sciences,IA,Midwest,41.594559,-93.626238,1,627300,6273,Midsize City / Suburb,NULL,1,0,0,1,0.9505,26,0,0,0,0,0,5693,0.4242,0.4016,0.539823009
Moody Bible Institute,IL,Midwest,41.897822,-87.633459,2,172700,1727,Large City / Suburb,NULL,1,0,0,1,0.9507,24,0,0,0,0,0,7996,0.5812,0.3659,0.423076923
Houghton College,NY,New England,42.426137,-78.155426,1,273400,2734,Rural,NULL,1,0,0,1,0.9509,21,0.0342,0.0684,0.0128,0.0299,0.0171,6275,0.7112,0.4029,0.394736842
Trinity Washington University,DC,New England,38.927398,-77.004261,1,146000,1460,Large City / Suburb,NULL,1,0,1,1,0.9512,19,0.0505,0.1083,0.0072,0,0,7156,0.2789,0.6695,NA
Concorde Career College-Kansas City,MO,Midwest,39.06799,-94.589819,2,2361600,23616,Large City / Suburb,NULL,1,0,0,NA,0.9514,26,0,0,0,0,0,6396,0.6374,0.5735,0.699608611
