name,state,region,lat,lon,campuses,id_long,id,locale,ug_enrollment,main_campus,hbcu,women_only,religious_affiliation,admission_rate,class,social_sciences,humanities,physical_sciences,ethnic_gender_studies,comp_sci,avg_faculty_salary,completion_rate,pell_grant,first_gen_completion_4
Saint Anthony College of Nursing,IL,Midwest,42.310147,-88.991968,3,998700,9987,Midsize City / Suburb,NULL,1,0,0,1,0,26,0,0,0,0,0,7137,NULL,0.3719,NA
Belanger School of Nursing,NY,New England,42.802979,-73.915884,1,644800,6448,Small City / Suburb,NULL,1,0,0,NA,0,10,0,0,0,0,0,6619,NULL,0.3814,NA
Saint Elizabeth College of Nursing,NY,New England,43.082768,-75.267857,2,646100,6461,Small City / Suburb,NULL,1,0,0,1,0,10,0,0,0,0,0,7550,NULL,0.5495,NA
Southside College of Health Sciences,VA,Southeast,37.267704,-77.400278,1,1274400,12744,Large City / Suburb,NULL,1,0,0,NA,0,10,0,0,0,0,0,5895,NULL,0.0654,NA
Portland Actors Conservatory,OR,Far West,45.521752,-122.687534,1,4146500,41465,Large City / Suburb,NULL,1,0,0,NA,0,-2,0,0,0,0,0,NA,NULL,0.1739,NA
Chamberlain University-California,CA,Far West,38.596193,-121.278258,15,638520,6385,Small City / Suburb,NULL,0,0,0,NA,0,-2,0,0,0,0,0,9172,NULL,0.338,0.44371808
Stanford University,CA,Far West,37.429434,-122.167359,1,130500,1305,Large City / Suburb,NULL,1,0,0,NA,0.0436,15,0.1149,0,0.0483,0.0306,0.188,20279,0.9438,0.1606,0.835555556
Dallas Nursing Institute,TX,Southwest,32.979753,-96.75721,1,3416500,34165,Midsize City / Suburb,NULL,1,0,0,NA,0.0452,26,0,0,0,0,0,6050,0.4845,0.6215,0.496815287
Curtis Institute of Music,PA,New England,39.948857,-75.170727,1,325100,3251,Large City / Suburb,NULL,1,0,0,NA,0.0455,30,0,0,0,0,0,8681,0.6429,0.0992,NA
Harvard University,MA,New England,42.374471,-71.118313,1,215500,2155,Midsize City / Suburb,NULL,1,0,0,NA,0.0473,15,0.311,0.0176,0.0675,0.0132,0.0845,20484,0.9771,0.1088,0.790262172
Princeton University,NJ,New England,40.348732,-74.659365,1,262700,2627,Large City / Suburb,NULL,1,0,0,NA,0.0548,15,0.1824,0,0.0423,0.0239,0,20185,0.9638,0.1863,0.881944444
Columbia University in the City of New York,NY,New England,40.808286,-73.961885,1,270700,2707,Large City / Suburb,NULL,1,0,0,NA,0.0591,15,0.2721,0.0019,0.0355,0.0233,0.1132,18763,0.9582,0.2365,0.74159292
Yale University,CT,New England,41.311158,-72.926688,1,142600,1426,Midsize City / Suburb,NULL,1,0,0,NA,0.0635,15,0.2734,0.0084,0.0449,0.0541,0.0564,19093,0.966,0.158,0.893081761
California Institute of Technology,CA,Far West,34.137349,-118.125878,1,113100,1131,Midsize City / Suburb,NULL,1,0,0,NA,0.0662,15,0.0044,0,0.2588,0,0.25,19993,0.9202,0.1415,NA
Massachusetts Institute of Technology,MA,New England,42.359243,-71.093226,1,217800,2178,Midsize City / Suburb,NULL,1,0,0,NA,0.0674,15,0.0086,0.0029,0.0708,0,0.3263,18852,0.9416,0.1798,0.849162011
University of Chicago,IL,Midwest,41.787994,-87.599539,1,177400,1774,Large City / Suburb,NULL,1,0,0,NA,0.0726,15,0.3378,0.0148,0.07,0.0092,0.0481,18469,0.9423,0.1089,0.842931937
Pomona College,CA,Far West,34.099027,-117.714556,1,117300,1173,Large City / Suburb,NULL,1,0,0,NA,0.0761,21,0.21,0,0.1026,0.0263,0.1122,13451,0.9373,0.2133,NA
The Juilliard School,NY,New England,40.773725,-73.982913,1,274200,2742,Large City / Suburb,NULL,1,0,0,NA,0.0762,30,0,0,0,0,0,10812,0.8796,0.1466,NA
Brown University,RI,New England,41.82617,-71.40385,1,340100,3401,Midsize City / Suburb,NULL,1,0,0,NA,0.0767,15,0.1804,0,0.0265,0.0265,0.1085,15579,0.9504,0.1398,0.800738007
University of Pennsylvania,PA,New England,39.950929,-75.19391,1,337800,3378,Large City / Suburb,NULL,1,0,0,NA,0.0841,15,0.1474,0.0014,0.0167,0.0068,0.0491,17887,0.9549,0.1308,0.807392996
Northwestern University,IL,Midwest,42.050356,-87.679858,1,173900,1739,Small City / Suburb,NULL,1,0,0,NA,0.0847,15,0.1777,0.0044,0.0136,0.0061,0.0527,17189,0.9464,0.1645,0.808510638
United States Naval Academy,MD,US Outlying Areas,38.980507,-76.481692,1,210100,2101,Large City / Suburb,NULL,1,0,0,NA,0.0854,21,0.274,0.0085,0.0819,0,0.0546,11377,0.9122,NA,NA
Dartmouth College,NH,New England,43.704115,-72.289949,1,257300,2573,Town,NULL,1,0,0,NA,0.0874,15,0.3406,0,0.055,0.0314,0.0751,15278,0.9516,0.1628,0.8984375
Duke University,NC,Southeast,36.001135,-78.937624,1,292000,2920,Large City / Suburb,NULL,1,0,0,1,0.0891,15,0.1884,0,0.0236,0.0118,0.0821,16170,0.9562,0.1386,0.920948617
Claremont McKenna College,CA,Far West,34.102154,-117.711188,1,117000,1170,Large City / Suburb,NULL,1,0,0,NA,0.0931,21,0.4317,0,0.019,0.0063,0.0381,14628,0.9313,0.139,NA
Swarthmore College,PA,New England,39.905159,-75.354278,1,337000,3370,Large City / Suburb,NULL,1,0,0,NA,0.0949,21,0.2756,0,0.0638,0.0114,0.123,13212,0.9444,0.1902,0.740740741
Vanderbilt University,TN,Southeast,36.14659,-86.803369,1,353500,3535,Large City / Suburb,NULL,1,0,0,NA,0.0961,15,0.3205,0,0.0186,0.0146,0.0513,13877,0.9363,0.1471,0.9
Bowdoin College,ME,New England,43.907134,-69.963942,1,203800,2038,Town,NULL,1,0,0,NA,0.1026,21,0.3476,0,0.0736,0.0736,0.0593,12120,0.9492,0.1448,NA
Cornell University,NY,New England,42.4472,-76.483084,2,271100,2711,Small City / Suburb,NULL,1,0,0,NA,0.1061,15,0.0898,0.0033,0.0248,0.0071,0.1091,15156,0.9452,0.1621,0.86695279
Rice University,TX,Southwest,29.717897,-95.402035,1,360400,3604,Large City / Suburb,NULL,1,0,0,NA,0.1113,15,0.1511,0,0.0467,0.006,0.0895,15985,0.9471,0.1472,0.845238095
United States Air Force Academy,CO,US Outlying Areas,39.010957,-104.891358,1,136900,1369,Town,NULL,1,0,0,NA,0.1139,21,0.1646,0.0172,0.0222,0,0.0232,9147,0.8331,NA,NA
United States Military Academy,NY,US Outlying Areas,41.390479,-73.956603,1,289300,2893,Town,NULL,1,0,0,NA,0.1146,21,0.131,0,0.0325,0.0049,0.0404,9395,0.8517,NA,NA
Johns Hopkins University,MD,New England,39.328977,-76.621595,1,207700,2077,Large City / Suburb,NULL,1,0,0,NA,0.1148,15,0.1425,0.0007,0.0348,0.002,0.0571,13332,0.9299,0.1329,0.793565684
College of the Ozarks,MO,Midwest,36.616019,-93.238174,1,250000,2500,Town,NULL,1,0,0,1,0.1152,22,0.0282,0,0.0121,0,0.0202,7302,0.6584,0.5405,0.613445378
Amherst College,MA,New England,42.372459,-72.518493,1,211500,2115,Large City / Suburb,NULL,1,0,0,NA,0.1281,21,0.2086,0,0.0559,0.0817,0.0538,12975,0.933,0.2326,NA
University of Southern California,CA,Far West,34.021281,-118.284169,1,132800,1328,Large City / Suburb,NULL,1,0,0,NA,0.1296,15,0.1136,0,0.0076,0.0044,0.0452,14712,0.9239,0.2115,0.836248013
Williams College,MA,New England,42.712725,-73.203132,1,222900,2229,Town,NULL,1,0,0,NA,0.1297,21,0.2556,0,0.0852,0.0389,0.0833,12715,0.9543,0.1966,NA
Colby College,ME,New England,44.564211,-69.66337,1,203900,2039,Town,NULL,1,0,0,NA,0.1306,21,0.281,0,0.0558,0.0413,0.0227,11881,0.9049,0.1304,NA
Pitzer College,CA,Far West,34.104107,-117.706675,1,117200,1172,Large City / Suburb,NULL,1,0,0,NA,0.1333,21,0.2441,0.0039,0.0236,0.0276,0.0118,11104,0.8352,0.1704,NA
Barnard College,NY,New England,40.810098,-73.963346,1,270800,2708,Large City / Suburb,NULL,1,0,1,NA,0.1392,21,0.2857,0,0.0215,0.0722,0.0292,13839,0.9191,0.1671,0.897196262
University of California-Los Angeles,CA,Far West,34.068892,-118.443901,1,131500,1315,Large City / Suburb,NULL,1,0,0,NA,0.1404,15,0.2637,0,0.0215,0.0334,0.0251,18392,0.9051,0.3382,0.779121579
Harvey Mudd College,CA,Far West,34.106515,-117.709837,1,117100,1171,Large City / Suburb,NULL,1,0,0,NA,0.1448,21,0,0,0.1576,0,0.2391,13671,0.9192,0.1336,NA
Georgetown University,DC,New England,38.908809,-77.073463,1,144500,1445,Large City / Suburb,NULL,1,0,0,1,0.1452,15,0.3728,0.0174,0.0084,0.0129,0.0185,15382,0.9413,0.1306,0.852664577
Tufts University,MA,New England,42.40855,-71.118293,1,221900,2219,Large City / Suburb,NULL,1,0,0,NA,0.1462,15,0.2527,0,0.0241,0.0256,0.0979,12396,0.9258,0.1198,0.733333333
University of California-Berkeley,CA,Far West,37.871918,-122.260463,1,131200,1312,Midsize City / Suburb,NULL,1,0,0,NA,0.1484,15,0.2016,0,0.0346,0.0239,0.0648,17125,0.914,0.2676,0.60122449
Colorado College,CO,Rocky Mountains,38.84886,-104.822697,1,134700,1347,Large City / Suburb,NULL,1,0,0,NA,0.15,21,0.3002,0.0191,0.088,0.0516,0.0229,11597,0.8945,0.1153,0.783333333
Washington University in St Louis,MO,Midwest,38.647929,-90.310604,1,252000,2520,Large City / Suburb,NULL,1,0,0,NA,0.1503,15,0.1293,0.0005,0.0454,0.0162,0.0617,14960,0.9485,0.1165,0.836477987
Bacone College,OK,Southwest,35.777082,-95.334046,1,314700,3147,Town,NULL,1,0,0,1,0.1524,22,0,0.0333,0,0.0917,0,4192,0.1026,0.6585,NA
Franklin W Olin College of Engineering,MA,New England,42.293527,-71.263378,1,3946300,39463,Large City / Suburb,NULL,1,0,0,NA,0.1572,27,0,0,0,0,0,12323,0.9259,0.0921,NA
Cooper Union for the Advancement of Science and Art,NY,New England,40.728148,-73.991609,1,271000,2710,Large City / Suburb,NULL,1,0,0,NA,0.1602,22,0,0,0,0,0,12601,0.8757,0.2744,NA
Chamberlain University-Virginia,VA,Southeast,38.852326,-77.050273,15,638506,6385,Midsize City / Suburb,NULL,0,0,0,NA,0.1667,26,0,0,0,0,0,6960,0.6667,0.4571,0.44371808
Middlebury College,VT,New England,44.009117,-73.176068,2,369100,3691,Town,NULL,1,0,0,NA,0.1671,21,0.3298,0.0046,0.0473,0.0641,0.0458,11368,0.9112,0.1408,0.891089109
Carnegie Mellon University,PA,New England,40.44357,-79.941993,1,324200,3242,Large City / Suburb,NULL,1,0,0,NA,0.1712,15,0.0432,0.0171,0.0651,0,0.1234,12165,0.8884,0.1371,0.712121212
Erie 1 BOCES,NY,New England,42.851567,-78.78642,1,1258900,12589,Large City / Suburb,NULL,1,0,0,NA,0.1724,-2,0,0,0,0,0,NA,NULL,0.3381,NA
Tulane University of Louisiana,LA,Southeast,29.940069,-90.122144,1,202900,2029,Large City / Suburb,NULL,1,0,0,NA,0.1733,15,0.1577,0.0043,0.0096,0.0053,0.0229,11783,0.8536,0.1229,0.469522241
Wesleyan University,CT,New England,41.554665,-72.657146,1,142400,1424,Small City / Suburb,NULL,1,0,0,NA,0.1746,21,0.2591,0.0013,0.0698,0.1047,0.0336,12420,0.8936,0.1801,0.879518072
University of Notre Dame,IN,Midwest,41.703058,-86.238959,2,184000,1840,Large City / Suburb,NULL,1,0,0,1,0.1771,15,0.1017,0.0216,0.0193,0.006,0.0607,14355,0.9696,0.1061,0.929936306
Bates College,ME,New England,44.105299,-70.203333,1,203600,2036,Small City / Suburb,NULL,1,0,0,NA,0.1779,21,0.2918,0,0.0571,0.0296,0,11252,0.8924,0.1074,NA
Inter American University of Puerto Rico-Metro,PR,US Outlying Areas,18.368988,-66.077711,1,394000,3940,Large City / Suburb,NULL,1,0,0,NA,0.1793,17,0.0106,0.0038,0.0096,0,0.0211,5862,0.3252,0.6753,NA
Laboure College,MA,New England,42.260866,-71.058279,1,632400,6324,Large City / Suburb,NULL,1,0,0,NA,0.1807,26,0,0,0,0,0,5373,0,0.3869,0.546583851
Emory University,GA,Southeast,33.790183,-84.325512,2,156400,1564,Large City / Suburb,NULL,1,0,0,1,0.1852,15,0.149,0.0075,0.0315,0.014,0.0205,14486,0.9012,0.1818,0.851010101
Chamberlain University-Georgia,GA,Southeast,33.911943,-84.351949,15,638511,6385,Midsize City / Suburb,NULL,0,0,0,NA,0.1875,26,0,0,0,0,0,6358,0,0.5286,0.44371808
Haverford College,PA,New England,40.007452,-75.305207,1,327400,3274,Large City / Suburb,NULL,1,0,0,NA,0.1879,21,0.2893,0,0.1352,0,0.0472,10158,0.9245,0.1628,NA
United States Coast Guard Academy,CT,US Outlying Areas,41.375823,-72.101583,1,141500,1415,Small City / Suburb,NULL,1,0,0,NA,0.1907,22,0.1857,0,0.1571,0,0,10545,0.8393,NA,NA
Northeastern University,MA,New England,42.339992,-71.088782,1,219900,2199,Large City / Suburb,NULL,1,0,0,NA,0.1934,15,0.1214,0.0003,0.0177,0.0003,0.0459,13158,0.8812,0.121,0.520864382
Davidson College,NC,Southeast,35.499767,-80.843979,1,291800,2918,Large City / Suburb,NULL,1,0,0,1,0.195,21,0.3284,0,0.0768,0.0384,0.0021,11547,0.8957,0.1702,0.836065574
Wellesley College,MA,New England,42.291554,-71.306605,1,222400,2224,Large City / Suburb,NULL,1,0,1,NA,0.1954,21,0.2615,0,0.0526,0.056,0.1324,12404,0.9248,0.2049,0.848
Carleton College,MN,Midwest,44.462318,-93.154666,1,234000,2340,Town,NULL,1,0,0,NA,0.1984,21,0.1869,0,0.1561,0.037,0.115,12124,0.9298,0.1453,NA
New York University,NY,New England,40.729452,-73.997264,1,278500,2785,Large City / Suburb,NULL,1,0,0,NA,0.1999,15,0.1413,0.0919,0.0115,0.0041,0.0583,14056,0.8519,0.197,0.751508502
Applied Technology Services,MO,Midwest,38.542285,-90.413236,1,3068600,30686,Large City / Suburb,NULL,1,0,0,NA,0.2,-2,0,0,0,0,0,NA,NULL,0.8426,NA
Central Methodist University-College of Graduate and Extended Studies,MO,Midwest,39.150497,-92.685253,1,245300,2453,Town,NULL,0,0,0,1,0.2105,20,0.0047,0,0,0,0.0234,5329,NULL,0.2253,0.466748768
Washington and Lee University,VA,Southeast,37.788939,-79.443018,1,376800,3768,Town,NULL,1,0,0,NA,0.2116,21,0.2404,0,0.0383,0,0.0298,12568,0.9499,0.0952,NA
Hamilton College,NY,New England,43.050245,-75.408195,1,272800,2728,Midsize City / Suburb,NULL,1,0,0,NA,0.2128,21,0.3249,0,0.0503,0.0377,0.0252,12392,0.9254,0.1668,NA
Georgia Institute of Technology-Main Campus,GA,Southeast,33.77242,-84.394832,1,156900,1569,Large City / Suburb,NULL,1,0,0,NA,0.2153,15,0.006,0,0.0185,0,0.1698,12727,0.8734,0.1485,0.680107527
New York School of Interior Design,NY,New England,40.768615,-73.962404,1,2069000,20690,Large City / Suburb,NULL,1,0,0,NA,0.2175,30,0,0,0,0,0,NA,0.625,0.1821,NA
The King's University,TX,Southwest,32.93973,-97.121526,1,3516300,35163,Large City / Suburb,NULL,1,0,0,1,0.2182,24,0,0,0,0,0,7767,0.3333,0.39,NA
United States Merchant Marine Academy,NY,US Outlying Areas,40.81357,-73.763004,1,289200,2892,Large City / Suburb,NULL,1,0,0,NA,0.219,22,0,0,0,0,0,10360,0.8428,0.0996,NA
California Miramar University,CA,Far West,32.77942,-117.11851,1,4189700,41897,Large City / Suburb,NULL,1,0,0,NA,0.2195,29,0,0,0,0,0,NA,NULL,0.1149,NA
Boston University,MA,New England,42.351118,-71.107942,1,213000,2130,Large City / Suburb,NULL,1,0,0,NA,0.2209,15,0.1372,0,0.0136,0.0066,0.0411,14136,0.8817,0.1483,0.767462423
Platt College-Aurora,CO,Rocky Mountains,39.661195,-104.854614,1,3014900,30149,Large City / Suburb,NULL,1,0,0,NA,0.2222,26,0,0,0,0,0,7330,1,0.5417,NA
Beverly Hills Design Institute,CA,Far West,34.06463,-118.375621,1,4185500,41855,Large City / Suburb,NULL,1,0,0,NA,0.2222,30,0,0,0,0,0,2000,0.375,0.5,NA
Lehigh University,PA,New England,40.606822,-75.380236,1,328900,3289,Small City / Suburb,NULL,1,0,0,NA,0.2233,16,0.0436,0,0.0275,0.0015,0.0902,13517,0.8742,0.1519,0.81
University of North Carolina at Chapel Hill,NC,Southeast,35.911769,-79.050969,1,297400,2974,Small City / Suburb,NULL,1,0,0,NA,0.2271,15,0.1402,0.0052,0.0451,0.036,0.0548,12841,0.8934,0.2256,0.77593361
University of Michigan-Ann Arbor,MI,Midwest,42.275921,-83.742769,1,232500,2325,Midsize City / Suburb,NULL,1,0,0,NA,0.2283,15,0.1174,0.0081,0.0181,0.0119,0.1071,11622,0.9189,0.1626,0.819088319
California Institute of the Arts,CA,Far West,34.39327,-118.566837,1,113200,1132,Large City / Suburb,NULL,1,0,0,NA,0.2297,30,0,0,0,0,0,8825,0.5642,0.2617,0.594339623
California State University-Bakersfield,CA,Far West,35.350005,-119.104711,1,799300,7993,Large City / Suburb,NULL,1,0,0,NA,0.2302,18,0.08,0.1305,0.0194,0,0.0272,9585,0.4212,0.6272,0.397104447
Chamberlain University-Texas,TX,Southwest,29.838386,-95.560414,15,638508,6385,Large City / Suburb,NULL,0,0,0,NA,0.2308,26,0,0,0,0,0,7054,NULL,0.5281,0.44371808
New Mexico Institute of Mining and Technology,NM,Southwest,34.067041,-106.905211,1,265400,2654,Town,NULL,1,0,0,NA,0.2316,20,0,0.0102,0.1153,0,0.0847,8435,0.5552,0.3005,0.310880829
American Musical and Dramatic Academy,NY,New England,40.772275,-73.987549,1,757200,7572,Large City / Suburb,NULL,1,0,0,NA,0.2366,30,0,0,0,0,0,7538,0.6516,0.4251,0.606349206
Rhode Island School of Design,RI,New England,41.825935,-71.407692,1,340900,3409,Midsize City / Suburb,NULL,1,0,0,NA,0.2387,30,0,0,0,0,0,10559,0.8915,0.1751,0.732394366
Bel-Rea Institute of Animal Technology,CO,Rocky Mountains,39.686194,-104.876207,1,1267000,12670,Large City / Suburb,NULL,1,0,0,NA,0.2415,10,0,0,0,0,0,5023,NULL,0.4971,0.490566038
Scripps College,CA,Far West,34.104147,-117.711294,1,117400,1174,Large City / Suburb,NULL,1,0,1,NA,0.2424,21,0.1937,0.0225,0.009,0.036,0.009,11478,0.8809,0.1076,NA
Grinnell College,IA,Midwest,41.747952,-92.722094,1,186800,1868,Town,NULL,1,0,0,NA,0.2438,21,0.2727,0,0.0935,0.0156,0.0961,11331,0.8378,0.1875,0.768421053
Babson College,MA,New England,42.297017,-71.264057,1,212100,2121,Large City / Suburb,NULL,1,0,0,NA,0.2441,29,0,0,0,0,0,16278,0.9147,0.143,NA
Vassar College,NY,New England,41.686895,-73.895088,1,289500,2895,Large City / Suburb,NULL,1,0,0,NA,0.2458,21,0.2667,0.0034,0.0479,0.0325,0.0427,12143,0.9193,0.2529,0.888198758
Colgate University,NY,New England,42.819475,-75.536346,1,270100,2701,Town,NULL,1,0,0,NA,0.2493,21,0.2923,0,0.0521,0.0217,0.0521,11806,0.8889,0.1166,0.846153846
Emory University-Oxford College,GA,Southeast,33.6191,-83.871141,2,156401,1564,Large City / Suburb,NULL,0,0,0,1,0.2495,1,0,1,0,0,0,8329,NULL,0.1931,0.851010101
Family of Faith Christian University,OK,Southwest,35.462234,-96.901413,1,3676300,36763,Rural,NULL,1,0,0,1,0.25,-2,0,0,0,0,0,1589,0,0.5385,NA
Chamberlain University-North Carolina,NC,Southeast,35.13766,-80.931971,15,638519,6385,Large City / Suburb,NULL,0,0,0,NA,0.25,-2,0,0,0,0,0,6563,NULL,0.4889,0.44371808
Chamberlain University-Louisiana,LA,Southeast,29.962307,-90.152655,15,638521,6385,Large City / Suburb,NULL,0,0,0,NA,0.25,-2,0,0,0,0,0,6620,NULL,NA,NA
Carolinas College of Health Sciences,NC,Southeast,35.200295,-80.838535,1,3104200,31042,Large City / Suburb,NULL,1,0,0,NA,0.2632,10,0,0.012,0,0,0,7246,0,0.2422,NA
University of Virginia-Main Campus,VA,Southeast,38.035665,-78.503428,1,374500,3745,Small City / Suburb,NULL,1,0,0,NA,0.2643,15,0.1569,0.1692,0.0314,0.0048,0.0336,14278,0.9431,0.1293,0.84057971
Kettering College,OH,Midwest,39.695052,-84.192006,2,703500,7035,Large City / Suburb,NULL,1,0,0,1,0.2663,26,0,0,0,0,0,7489,0.3457,0.3386,0.389473684
Skidmore College,NY,New England,43.097035,-73.785335,1,281400,2814,Small City / Suburb,NULL,1,0,0,NA,0.2693,21,0.1543,0.0091,0.0666,0.0257,0.0318,9898,0.8624,0.1522,0.866071429
IYRS School of Technology & Trades,RI,New England,41.480948,-71.314724,2,3732300,37323,Large City / Suburb,NULL,1,0,0,NA,0.2698,-2,0,0,0,0,0,NA,NULL,0.2087,NA
Riverside College of Health Careers,VA,Southeast,37.034972,-76.456164,1,2140000,21400,Midsize City / Suburb,NULL,1,0,0,NA,0.2727,10,0,0,0,0,0,5191,NULL,0.1994,NA
Messenger College,TX,Southwest,32.85076,-97.161015,1,3092600,30926,Large City / Suburb,NULL,1,0,0,1,0.2727,24,0,0,0,0,0,2655,0.1429,0.6471,NA
Chamberlain University-Arizona,AZ,Southwest,33.56573,-112.104421,15,638503,6385,Large City / Suburb,NULL,0,0,0,NA,0.2727,26,0,0,0,0,0,6981,0.6667,0.4646,0.44371808
Yeshiva Gedolah Shaarei Shmuel,NJ,New England,40.091,-74.197596,1,4252000,42520,Small City / Suburb,NULL,1,0,0,NA,0.275,24,0,0,0,0,0,11129,NULL,0.3067,NA
Inter American University of Puerto Rico-Ponce,PR,US Outlying Areas,18.007388,-66.578498,1,502900,5029,Midsize City / Suburb,NULL,1,0,0,NA,0.2754,20,0,0,0,0,0.0456,5325,0.4447,0.8443,0.243140244
Alice Lloyd College,KY,Southeast,37.335087,-82.875068,1,195100,1951,Rural,NULL,1,0,0,NA,0.2778,22,0.1628,0.0233,0,0,0,4992,0.7005,0.5606,0.289855072
Boston College,MA,New England,42.336213,-71.169242,1,212800,2128,Small City / Suburb,NULL,1,0,0,1,0.2789,15,0.2252,0,0.0105,0,0.0335,15323,0.919,0.1344,0.89135255
Inter American University of Puerto Rico-Arecibo,PR,US Outlying Areas,18.47509,-66.75901,1,502600,5026,Small City / Suburb,NULL,1,0,0,NA,0.2828,19,0,0,0.0054,0,0.0322,5553,0.3487,0.8667,0.213483146
Grace Christian University,MI,Midwest,42.919541,-85.692077,1,226500,2265,Small City / Suburb,NULL,1,0,0,1,0.2837,24,0,0.024,0,0,0,4574,0.3725,0.6386,0.247252747
Dallas Christian College,TX,Southwest,32.913692,-96.887117,1,694100,6941,Large City / Suburb,NULL,1,0,0,1,0.287,24,0,0,0,0,0,4619,0.2128,0.619,NA
University of California-Irvine,CA,Far West,33.648434,-117.841248,1,131400,1314,Large City / Suburb,NULL,1,0,0,NA,0.2876,15,0.1794,0,0.0296,0.0074,0.0875,15447,0.8337,0.4212,0.729456019
Savannah State University,GA,Southeast,32.024781,-81.063377,1,159000,1590,Midsize City / Suburb,NULL,1,1,0,NA,0.2918,20,0.0712,0.0305,0.022,0,0.0237,5947,0.2771,0.732,0.218934911
Villanova University,PA,New England,40.039388,-75.345457,1,338800,3388,Large City / Suburb,NULL,1,0,0,1,0.2922,16,0.1204,0.0188,0.02,0,0.0263,11165,0.9091,0.1144,0.745454545
Case Western Reserve University,OH,Midwest,41.507419,-81.609596,1,302400,3024,Large City / Suburb,NULL,1,0,0,NA,0.2925,15,0.0618,0.0017,0.0491,0.0025,0.0627,11878,0.8489,0.1439,0.804347826
Lafayette College,PA,New England,40.69956,-75.209786,1,328400,3284,Large City / Suburb,NULL,1,0,0,1,0.2939,21,0.3344,0,0.0237,0.0142,0.0268,12104,0.8678,0.1022,0.856
Wake Forest University,NC,Southeast,36.133609,-80.277446,1,297800,2978,Midsize City / Suburb,NULL,1,0,0,NA,0.294,16,0.2504,0.0042,0.0402,0.0025,0.0302,11666,0.8864,0.0972,0.857988166
University of Rochester,NY,New England,43.126397,-77.631202,1,289400,2894,Midsize City / Suburb,NULL,1,0,0,NA,0.2942,15,0.1247,0.0038,0.0376,0.0027,0.0506,12762,0.8613,0.1806,0.75826972
Hope International University,CA,Far West,33.87616,-117.88573,2,125200,1252,Large City / Suburb,NULL,1,0,0,1,0.2945,19,0.1523,0.1258,0,0,0,4582,0.4425,0.4401,0.267206478
Texas A&M University-San Antonio,TX,Southwest,29.304762,-98.52417,1,4248500,42485,Rural,NULL,1,0,0,NA,0.2977,18,0.1173,0,0,0,0.0061,7734,NULL,0.5334,NA
Reading Hospital School of Health Sciences,PA,New England,40.32606,-75.950474,1,656500,6565,Small City / Suburb,NULL,1,0,0,NA,0.2992,-2,0,0,0,0,0,NA,NULL,0.4479,NA
Radford University-Carilion,VA,Southeast,37.265985,-79.939574,1,662200,6622,Small City / Suburb,NULL,1,0,0,NA,0.2995,26,0,0,0,0,0,6905,0.439,0.2983,0.573913043
Cleveland University-Kansas City,KS,Midwest,38.932019,-94.679076,1,2090700,20907,Midsize City / Suburb,NULL,1,0,0,NA,0.3,26,0,0,0,0,0,5112,1,0.5128,NA
University of California-San Diego,CA,Far West,32.877749,-117.235866,1,131700,1317,Large City / Suburb,NULL,1,0,0,NA,0.3006,15,0.1195,0,0.0412,0.005,0.0734,16373,0.859,0.3629,0.742004264
Southern University at New Orleans,LA,Southeast,30.026162,-90.044912,1,202600,2026,Large City / Suburb,NULL,1,1,0,NA,0.3009,19,0,0.1054,0,0,0.0256,5890,0.25,0.6243,0.263525305
California Polytechnic State University-San Luis Obispo,CA,Far West,35.299513,-120.657311,1,114300,1143,Small City / Suburb,NULL,1,0,0,NA,0.3017,18,0.0495,0.0229,0.0212,0.0021,0.0351,10335,0.8174,0.1818,0.65560472
University of Richmond,VA,Southeast,37.577393,-77.538806,1,374400,3744,Midsize City / Suburb,NULL,1,0,0,NA,0.3017,21,0.1273,0.0141,0.0359,0.0109,0.0348,12673,0.8718,0.196,0.77173913
Plaza College,NY,New England,40.714894,-73.831156,1,1235800,12358,Large City / Suburb,NULL,1,0,0,NA,0.302,23,0,0,0,0,0,7626,0.6352,0.8504,NA
B M Spurr School of Practical Nursing,WV,Southeast,39.946126,-80.752394,1,1235900,12359,Small City / Suburb,NULL,1,0,0,NA,0.3043,-2,0,0,0,0,0,NA,NULL,0.2571,NA
Inter American University of Puerto Rico-Bayamon,PR,US Outlying Areas,18.351631,-66.182473,1,502800,5028,Large City / Suburb,NULL,1,0,0,NA,0.3072,22,0,0,0.0103,0,0.0821,5571,0.3084,0.8309,0.189349112
Pacific Oaks College,CA,Far West,34.153382,-118.151323,1,125500,1255,Midsize City / Suburb,NULL,1,0,0,NA,0.3095,32,0,0,0,0,0,6038,NULL,0.6702,0.520231214
Smith College,MA,New England,42.318111,-72.638097,1,220900,2209,Large City / Suburb,NULL,1,0,1,NA,0.3095,21,0.2201,0,0.0739,0.0645,0.0409,11672,0.8877,0.2245,0.860962567
Purdue University Northwest,IN,Midwest,41.584324,-87.474236,1,182700,1827,Large City / Suburb,NULL,1,0,0,NA,0.3108,18,0.0215,0.0171,0.0068,0,0.0421,8521,0.3691,0.2957,NA
Brandeis University,MA,New England,42.365727,-71.260155,1,213300,2133,Small City / Suburb,NULL,1,0,0,NA,0.3115,15,0.2374,0,0.033,0.0571,0.0868,13176,0.8805,0.1755,0.748466258
California State University-Long Beach,CA,Far West,33.782818,-118.11204,1,113900,1139,Large City / Suburb,NULL,1,0,0,NA,0.3121,18,0.0838,0.0208,0.0075,0.0122,0.0208,10192,0.6937,0.5256,0.639254171
